id,Program Name,text,answered,Gioia,Fiducia,Amore,Tristezza,Rabbia,Disgusto,Paura,Sorpresa,Anticipazione,Ironia,Sarcasmo,Odio,Offensività,Contenitore,Contenuto,Incomprensibile
1085660822032904192,Supercoppa Italiana,"@FinallyMichez Quando ho letto “Çalhanoglu merda” anche oggi mi sono trattenuto dal vomitare badili di merda. Tifoseria veramente poco oggettiva la nostra, il 100% delle cose pericolose passavano dai piedi del turco e del brasiliano. L’odio sta superando ",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1085590237454221312,Supercoppa Italiana,RT @holason: @between_cherubs @Femi_MartinsOG Why are they showing advert again when they are on the pitch? Rai wan play rough play Abi?,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1085631871982227456,Supercoppa Italiana,@juventusfc تهنينا النادي الإيطالي يوفنتوس علا الفوز انتم تستحقون هذ وكثر هذا ما زرعهو الدون رونالدو,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1085639877708955668,Supercoppa Italiana,RT @chiellini: SuperJuve!!! ⚪⚫🏆 Avanti così!!! #Supercoppa https://t.co/AJJ5PKsIo4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1116069383988707329,Champions League,"RT @juventusfc: 45' -GOOOOOOL! GOOOOOOOOL! RONALDOOOOOOO! Cross perfetto di #Cancelo, @Cristiano in tuffo di testa e JUVE IN VANTAGGIOOOOO…",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085638557442719745,Supercoppa Italiana,@ilarysotgiu1 Se ti riferisci al rigore... c’era pure per noi 😊,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1053747928182022145,"Ulisse, Il Piacere Della Scoperta",Curiosità: Maria José del Belgio era discendente per via materna di Sissi e della sorella Maria Sofia delle Due Sicilie che rimase delusa quando scopri che la nipote sarebbe diventata regina d'Italia sposando un Savoia dai quali era stata cacciata dal suo regno #Ulisse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085667740868845568,Supercoppa Italiana,RT @marco__lecce: Questo cos'è? ...per un amico #JuveMilan https://t.co/zaxCGdMqTH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1094624109026263040,Domenica In,"RT @DanyDoc1: I ragazzi de #Ilvolo,che io non amo,sono idolatrati nel mondo ma qui trattati malissimo da giornalisti e giurie!si sono stati…",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1094621516489203715,Domenica In,RT @frafacchinetti: Questo è il video in cui alcuni giornalisti nella sala stampa di #Sanremo2019 esultano al terzo posto de @ilvolo gridan…,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1085644856888717313,Supercoppa Italiana,RT @ForzaJuve2017: Cristiano & Bernardeschi with the SuperCoppa Italiana. 🏆 https://t.co/wJG1Tz2g1y,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1067528872479125504,L'amica Geniale,@edeniti ok,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1116041430382862336,Champions League,RT @juventusfc: Focus. #GETREADY. @Cristiano #AjaxJuve #UCL https://t.co/OxqmxBWf6t,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1051228012186886149,"Ulisse, Il Piacere Della Scoperta","Sono senza parole. Anzi, forse ce le avrei ma al momento proprio non so scegliere, non sono capace di scegliere quelle da dedicare al lavoro di Alberto Angela su questa puntata. Avesse parlato fino a domani mattina sarei stato sicuramente davanti alla tv.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1085650856593113089,Supercoppa Italiana,😂😂😂😂😂😂😂😂😂😂😂 Scrivilo ogni tanto un tweet sulla Juve... Giusto per passare il tempo dai.... BOOOOOOOMMMMMM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1094597448490778624,Domenica In,NESSUNO HA FATTO LO SCREENSHOT ALLA CARD CON IL TITOLO ENORME DELLA CANZONE DI ACHILLE LAURO PER MARA VENIER. #DOMENICAIN #Sanremo2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1097291871150321666,Che Tempo Che Fa,"@Matteo_LT @matteorenzi Ciao 😊 congratulazioni, ti invito nel mio canale. Sub 4 Sub https://t.co/0UngCyNxta",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085565402304966657,Supercoppa Italiana,RT @simostu9: Ronaldo tra due ore. https://t.co/kSlr2Lp6p4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1053739735427043334,"Ulisse, Il Piacere Della Scoperta",@mbmarino Il quasi...era proprio per non offendere gli austriaci !😥😥,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1067529115119558657,L'amica Geniale,La bellezza di questo film — Guardando L'Amica Geniale di Elena Ferrante,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1116027404802068480,Champions League,RT @juventusfc: Spogliatoi pronti! 💪 #AjaxJuve #GETREADY #UCL https://t.co/0XdPrHfMg8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1053755544903782401,"Ulisse, Il Piacere Della Scoperta","RT @UlisseRai1: #Sissi amava rifugiarsi a Corfù, nella sua dimora dedicata all'omerico Achille, incurante del potere e delle convenzioni co…",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085620104522543104,Supercoppa Italiana,@brfootball Refs*,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1085642423353688069,Supercoppa Italiana,"RT @Cristiano: Festeggiamo insieme il primo trofeo della stagione! Forza ragazzi, avanti cosi #finoallafine https://t.co/5UbknCGLur",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085643504179499009,Supercoppa Italiana,"RT @FBiasin: ""Aveva 37/37.5 di febbre, poi ha partecipato alla merenda pomeridiana, ma non ce la fa"". L'ultima volta che ho sentito una co…",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1085620266443640834,Supercoppa Italiana,RT @SkySport: 🏆 #Supercoppa 🇮🇹 🏟 #JuveMilan 1-0 ⚽ #Ronaldo (61’) #SkySport https://t.co/OKAUaqKflt,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1116114064613232640,Champions League,Ha toccato 1 pallone in 90 minuti,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1116090786221887495,Champions League,RT @ChampionsLeague: 🙌 8⃣ goals in 5⃣ games against Ajax for... Cristiano Ronaldo 👏👏👏 #UCL https://t.co/zo1dkkjFam,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085635640375590927,Supercoppa Italiana,RT @juventusfc: Qui Gedda 🏟 Semplicemente... 😂😄💪🏆 #SuperJuve https://t.co/MfHnKII0tr,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1116092794219704325,Champions League,@RaiSport La juve passa sicure e facilmente 👍,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1134554520611106816,Ballando Con Le Stelle,Cantante da brividi... Grandeeee orchestra! #BallandoConLeStelle,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1094633746983202816,Domenica In,RT @francad8: Dondoni non ha mai votato x la qualità della musica #DomenicaIn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1051200252194291715,"Ulisse, Il Piacere Della Scoperta","Ma quelli che dicevano ""lasciamoli lavorare"" non si vergognano neanche un po'? E allora guardate Ulisse su Rai1 sul rastrellamento del ghetto ebreo a Roma. https://t.co/JCcJDy7xy9",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085621190775975942,Supercoppa Italiana,"RT @FabrizioRomano: ...and with Chelsea working to get Higuain on loan, Atlético Madrid now is getting closer to Álvaro #Morata 🇪🇸 The Spa…",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085583227899785217,Supercoppa Italiana,RT @juventusfc: Anche a Gedda... Thunderstruck e si parte! 💪 #JuveMilan #Supercoppa https://t.co/RQRf2zexZX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085618041629614086,Supercoppa Italiana,#JuveMilan #Rigore????? #SupercoppaItaliana https://t.co/STjKggiaWx,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1112458076844711938,Amore Criminale,"Era un essere diabolico con una forza mai vista - dice la madre di Vincenza , uccisa dal compagno #amorecriminale",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085615722133405698,Supercoppa Italiana,❤❤,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085653378397392897,Supercoppa Italiana,#FinoAllaFine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085640443063386125,Supercoppa Italiana,RT @SerieA: La @juventusfc alza al cielo la sua ottava #Supercoppa! // Juventus lifts for the eighth time the #Supercoppa! https://t.co/OX9…,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085652929795608577,Supercoppa Italiana,RT @juventusfcen: ..........And here comes the cup!!! 🏆⚪️⚫️ #SuperJuve #JuveMilan #ForzaJuve https://t.co/dAJ2EK2EpA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1133827668770775040,Chi L'ha Visto?,RT @undodoincitta: Federica Sciarelli e Barbara d’Urso arriving at the #pamelapartyisoverparty #noneladurso https://t.co/9OoE4r0W0h,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085623249977913344,Supercoppa Italiana,RT @juventusfc: 👏👏👏👏👏👏👏👏 #SUPERJUVE https://t.co/DTNw1YJYhO,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1097234412255805441,Che Tempo Che Fa,"RT @chetempochefa: ""Quando si accusano le Ong di provocare morti, è come dire che le autoambulanze siano le responsabili degli incidenti"" @…",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1094597035444064256,Domenica In,RT @trash_italiano: NESSUNO METTE LADY TATA IN UN ANGOLO. #Sanremo2019 #DomenicaIn https://t.co/m1V7E23cMl,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1116047343005175808,Champions League,"RT @juventusfcen: 📝 STARTING XI | Our ⚪⚫ line-up for #AjaxJuve! 💺 SUBS | Perin, De Sciglio, Spinazzola, Khedira, Dybala, Douglas Costa, K…",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1134550605886832640,Ballando Con Le Stelle,"RT @EMANUEL61513661: Povero Stefano, deve fare tanto trainig autogeno😳😱 #ballandoconlestelle",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1085569790402428928,Supercoppa Italiana,@mauro_suma @MilanTV @Giorgia_Palmas is on 🔥,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1094547769623281664,Domenica In,"Quello a sinistra è stato insultato e crocifisso ovunque per il look e le sue canzoni. Quello a destra canta una canzone con meno senso di un semaforo in rotonda, idolo nazionale. Il giorno che ci estingueremo sarà sempre e comunque troppo tardi. #Sanremo2019 https://t.co/MqBrOsCTJe",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1087095374278524929,Che Tempo Che Fa,RT @chetempochefa: La solidarietà di @fabfazio e @lucianinalitti nei confronti di @RobertoSaviano a #CheTempoCheFa. https://t.co/275pan4iWi,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1051211026618814464,"Ulisse, Il Piacere Della Scoperta",RT @UlisseRai1: Nel 1938 in Italia vennero promulgate le leggi razziali: iniziava un momento tragico della storia. #Ulisse https://t.co/wP…,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085626506120962052,Supercoppa Italiana,"RT @juventusfc: La Juventus ha vinto otto volte la #Supercoppa Italiana, più di ogni altra squadra. #SuperJuve https://t.co/4jIl0SCDXa",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1127300701594509312,Ballando Con Le Stelle,"RT @Cristian_Flocco: Dai, su, Razzi in vantaggio sulla Arcuri non si può vedere. #BallandoConLeStelle",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1116102562401464321,Champions League,RT @juventusfcen: 45' SIIIIIIIIIIIIIIIIIII!!!!!!!!! @Cristiano WITH A DIVING HEADER!!!!!!!!! 🔥⚽️⚪️⚫️ #AjaxJuve [0-1] #UCL #ForzaJuve https…,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1051250908938596352,"Ulisse, Il Piacere Della Scoperta",RT @alexbarbera: Splendido #Ulisse su @RaiUno di @albertoangela. Per non ripetere gli errori del passato la storia del Novecento deve esser…,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1109922993155858434,Amore Criminale,RT @Sandro19714: ma invece che giocare non poteva aprire un profilo Twitter con la bandierina e vomitare abnormita' come fanno tutti? #Amor…,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1085657185701359616,Supercoppa Italiana,RT @juventusfcen: 📸 Family photo feat. the #SuperCup 🏆😁 #SuperJuve #JuveMilan #ForzaJuve https://t.co/v3dIgd7kLC,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116081726768517122,Champions League,@douglascosta spettacolare. Bentornato Flash 💪🏻💪🏻💪🏻 #AjaxJuve,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085647964494675970,Supercoppa Italiana,RT @juventusfc: OLEEEE OLEEEE OLEEEEE #SUPERJUVE 😂 🏆 https://t.co/XZo9Ia0KFq,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1116108792427630592,Champions League,"RT @bonucci_leo19: Il cammino è lungo e ci sarà da soffrire, la partita di stasera ne è l’esempio. Con energia e positività verso il ritorn…",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1053743187217539072,"Ulisse, Il Piacere Della Scoperta",@centsymo Avesse avuto un telefono avrebbe passato le giornate a fotografarsi allo specchio e a immortalare pranzi e cene,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1085650560022327297,Supercoppa Italiana,"RT @vbchannelhd: Avete mai sentito un telecronista dire ""vabbè si gioca"" dopo un rigore negato come questo? Siamo di un altro livello, in…",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1116016583820713985,Champions League,@juventusfcen country berflower 🇮🇩,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085603341370036224,Supercoppa Italiana,"RT @MarioMandzukic9: Lavorando duramente per tornare con i miei compagni in un paio di settimane 💪🏻💪🏻 nel frattempo, sono il loro più grand…",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1094543039337508864,Domenica In,I giornalisti in sala stampa non vanno elogiati hanno dato dello stronzo pagliaccio e coglione ad un ragazzo di 23 anni. Ultimo avrà pure esagerato ma solo dopo la provocazione dei giornalisti. Questi hanno 40/50 anni ma neanche loro hanno maturità. #sanremo2019,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1053755064811220992,"Ulisse, Il Piacere Della Scoperta","RT @nightheistender: 113 paia di scarpe, Sissi una di noi. #Ulisse",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1094621648450478081,Domenica In,"@AskFrancesca @mmax_g Più che altro, intervista con i vampiri!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1134566631294820353,Ballando Con Le Stelle,Questo ballerino è l'esempio che i limiti ce li creiamo noi stessi #BallandoConLeStelle,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1116084585228591106,Champions League,RT @_LuigiJMC: 1-1 risultato giusto per quanto visto in campo. Il palo di Douglas dimostra che è un giocatore fenomenale e va recuperato al…,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085619749114077185,Supercoppa Italiana,@Aldito11 Già! Non sono giocatori da Milan,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1094593438341832704,Domenica In,@Axen0s @SirDistruggere O italo/americano,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1116081865323106304,Champions League,RT @douglascosta: ⚡️,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1116070211826798592,Champions League,RT @juventusfcen: 1️⃣ vital away goal ⚽️ 9️⃣4️⃣.4️⃣% pass completion rate ✅ @Cristiano's half-time stats 🔥📈 #AjaxJuve #UCL #ForzaJuve h…,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085650477285466112,Supercoppa Italiana,@juventusfc Where's Ramsey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085619840654680069,Supercoppa Italiana,"RT @juventusfc: 90'+5 - E SONO… OTTO! FINISCE LA PARTITA, LA JUVENTUS BATTE IL MILAN 1-0 E CONQUISTA LA #SUPERCOPPA! GRANDI, RAGAZZI, SIAMO…",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085649922840391682,Supercoppa Italiana,RT @juventusfcen: That's now 1️⃣0️⃣ trophies that @OfficialAllegri has won with Juventus! 🏆👏 #SuperJuve https://t.co/qYFHTVFReF,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1102307331344420869,Che Tempo Che Fa,"RT @UomodiMelma: Macron avrà molti limiti, ma incarna una figura credibile di statista. Salvini e Di Maio al confronto sembrano due avvinaz…",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085671447316611077,Supercoppa Italiana,@bigheccyb Big upgrade on Morata and Giroud. Let's not forget we were also getting overhyped when we thought Higuain was joining us 😂😂,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1116067876430057472,Champions League,RT @juventusfcen: 45' SIIIIIIIIIIIIIIIIIII!!!!!!!!! @Cristiano WITH A DIVING HEADER!!!!!!!!! 🔥⚽️⚪️⚫️ #AjaxJuve [0-1] #UCL #ForzaJuve https…,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1067508666235011072,L'amica Geniale,"RT @Raiofficialnews: #LAmicaGeniale, la serie evento. TRA POCO su @RaiUno e @RaiPlay. L'amica geniale è anche sugli account 🔹Twitter @Rai…",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1105940935123369986,Chi L'ha Visto?,#chilhavisto code,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1085647507714072578,Supercoppa Italiana,RT @andreabarzagli2: Bravi ragazzi ⚪️⚫️ #JuveMilan #SuperCoppa https://t.co/DvsAQAxmE8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085636722480754688,Supercoppa Italiana,@Cristiano يعمري,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
